ID,MS_SubClass,MS_Zoning,Lot_Area,Bldg_Type,House_Style,Year_Built,Roof_Matl,Exterior_1st,Mas_Vnr_Type,Foundation,Total_Bsmt_SF,Bsmt_Fin_Pct,Heating,Central_Air,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Garage_Type,Garage_Cars,Garage_Area,Fireplaces,Pool_Area,Mo_Sold,Year_Sold,Sale_Type,Sale_Price
851,One_Story_1946_and_Newer_All_Styles,RL,8125,1FamDet,1-Story,1965,CompShg,HdBoard,None,CBlock,912,78.5,GasA,Y,925,1,0,1,0,3,5,Detchd,2,576,0,0,7,2008,WRD,135000
852,One_Story_1946_and_Newer_All_Styles,RL,10289,1FamDet,1-Story,1965,CompShg,MetalSd,BrkFace,CBlock,1073,77.9,GasA,Y,1073,1,0,1,1,3,6,Attchd,2,515,0,0,6,2007,WRD,156000
853,Duplex_All_Styles_and_Ages,RL,11072,Duplex,1-Story,1965,CompShg,HdBoard,None,CBlock,1728,0,GasA,Y,1728,0,0,2,0,6,10,Detchd,2,576,0,0,11,2008,WRD,145000
854,Duplex_All_Styles_and_Ages,RL,11072,Duplex,1-Story,1965,CompShg,HdBoard,None,CBlock,1728,0,GasA,Y,1728,0,0,2,0,6,10,Detchd,2,576,0,0,11,2008,WRD,145000
855,Duplex_All_Styles_and_Ages,RL,13101,Duplex,1-Story,1965,CompShg,HdBoard,BrkFace,CBlock,1728,13.3,GasA,Y,1728,0,0,2,0,6,10,Detchd,2,576,0,0,11,2008,WRD,142600
856,Duplex_All_Styles_and_Ages,RL,13101,Duplex,1-Story,1965,CompShg,HdBoard,BrkFace,CBlock,1728,13.3,GasA,Y,1728,0,0,2,0,6,10,Detchd,2,576,0,0,11,2008,WRD,142600
857,One_Story_1946_and_Newer_All_Styles,RL,9230,1FamDet,1-Story,1965,CompShg,MetalSd,BrkFace,CBlock,864,76.5,GasA,Y,1200,1,0,1,1,1,6,Detchd,2,884,0,0,10,2006,WRD,146000
858,Duplex_All_Styles_and_Ages,RL,9246,Duplex,1-Story,1973,CompShg,Plywood,BrkFace,CBlock,1656,0,GasA,Y,1656,0,0,2,0,4,8,Detchd,2,506,0,0,11,2008,WRD,135000
859,Two_Story_1946_and_Newer,RL,14803,1FamDet,2-Story,1971,CompShg,HdBoard,BrkFace,CBlock,825,50.4,GasA,Y,1993,0,0,2,1,4,8,Attchd,2,495,1,0,6,2006,WRD,190000
860,Two_Story_1946_and_Newer,RL,13355,1FamDet,2-Story,1971,CompShg,HdBoard,None,CBlock,825,70.6,GasA,Y,1670,0,0,1,1,4,7,Attchd,2,464,0,0,5,2008,WRD,170000
861,Two_Story_1946_and_Newer,RL,13355,1FamDet,2-Story,1971,CompShg,HdBoard,None,CBlock,825,70.6,GasA,Y,1670,0,0,1,1,4,7,Attchd,2,464,0,0,5,2008,WRD,170000
862,Two_Story_1946_and_Newer,RL,8963,1FamDet,2-Story,1976,CompShg,VinylSd,BrkFace,CBlock,1142,57.3,GasA,Y,2715,0,1,3,1,4,11,BuiltIn,2,831,2,0,7,2008,WRD,299800
863,Two_Story_1946_and_Newer,RL,8963,1FamDet,2-Story,1976,CompShg,VinylSd,BrkFace,CBlock,1142,57.3,GasA,Y,2715,0,1,3,1,4,11,BuiltIn,2,831,2,0,7,2008,WRD,299800
864,Two_Story_1946_and_Newer,RL,9120,1FamDet,2-Story,1974,CompShg,HdBoard,BrkFace,CBlock,901,49,GasA,Y,1876,0,0,2,1,4,8,Attchd,2,540,1,0,7,2008,WRD,185000
865,Two_Story_1946_and_Newer,RL,9120,1FamDet,2-Story,1974,CompShg,HdBoard,BrkFace,CBlock,901,49,GasA,Y,1876,0,0,2,1,4,8,Attchd,2,540,1,0,7,2008,WRD,185000
866,Two_Story_1946_and_Newer,RL,9130,1FamDet,2-Story,1966,CompShg,HdBoard,BrkFace,CBlock,800,58,GasA,Y,1632,0,1,1,1,4,7,Attchd,2,484,0,0,7,2008,WRD,173000
867,Two_Story_1946_and_Newer,RL,9130,1FamDet,2-Story,1966,CompShg,HdBoard,BrkFace,CBlock,800,58,GasA,Y,1632,0,1,1,1,4,7,Attchd,2,484,0,0,7,2008,WRD,173000
868,One_Story_1946_and_Newer_All_Styles,RL,9790,1FamDet,1-Story,1963,CompShg,HdBoard,BrkFace,CBlock,1328,48.9,GasA,Y,1328,1,0,1,1,3,6,Attchd,2,528,2,0,6,2010,WRD,143000
869,One_Story_1946_and_Newer_All_Styles,RL,9503,1FamDet,1-Story,1958,CompShg,HdBoard,None,CBlock,1024,81.1,GasA,Y,1344,1,0,1,0,2,6,Detchd,1,484,1,0,6,2007,WRD,144000
870,Duplex_All_Styles_and_Ages,RL,10899,Duplex,1-Story,1964,CompShg,HdBoard,None,Slab,0,0,GasA,N,1224,0,0,2,0,2,8,CarPort,3,530,0,0,4,2007,WRD,103000
871,Split_Foyer,RL,12122,1FamDet,S/Foyer,1961,CompShg,CemntBd,Stone,CBlock,944,91.8,GasA,Y,999,1,0,1,0,3,6,Attchd,2,588,0,0,7,2008,WRD,178400
872,Split_Foyer,RL,12122,1FamDet,S/Foyer,1961,CompShg,CemntBd,Stone,CBlock,944,91.8,GasA,Y,999,1,0,1,0,3,6,Attchd,2,588,0,0,7,2008,WRD,178400
873,Two_Story_1946_and_Newer,RL,9900,1FamDet,2-Story,1968,CompShg,MetalSd,BrkFace,CBlock,832,66.3,GasA,Y,1978,0,0,2,1,4,9,Attchd,2,486,1,0,4,2008,WRD,176000
874,Two_Story_1946_and_Newer,RL,9900,1FamDet,2-Story,1968,CompShg,MetalSd,BrkFace,CBlock,832,66.3,GasA,Y,1978,0,0,2,1,4,9,Attchd,2,486,1,0,4,2008,WRD,176000
875,One_Story_1946_and_Newer_All_Styles,RL,10659,1FamDet,1-Story,1961,CompShg,Wd Sdng,None,CBlock,1050,87.1,GasA,Y,1050,1,0,1,0,3,6,Attchd,1,368,0,0,1,2006,COD,136500
876,One_Story_1946_and_Newer_All_Styles,RL,12772,1FamDet,1-Story,1960,CompShg,MetalSd,None,CBlock,958,51.9,GasA,Y,958,0,0,1,0,2,5,Attchd,1,301,0,0,4,2007,WRD,151500
877,One_Story_1946_and_Newer_All_Styles,RL,8892,1FamDet,1-Story,1960,CompShg,MetalSd,BrkCmn,CBlock,1065,0,GasA,Y,1065,0,0,1,1,3,6,Detchd,2,461,0,0,7,2007,COD,126500
878,One_Story_1946_and_Newer_All_Styles,RL,9100,1FamDet,1-Story,1958,CompShg,VinylSd,None,CBlock,864,80.4,GasA,Y,864,1,0,1,0,3,5,Detchd,2,624,0,0,7,2006,WRD,129900
879,Split_or_Multilevel,RL,10482,1FamDet,S/Level,1958,CompShg,VinylSd,BrkFace,CBlock,588,86.2,GasA,Y,1138,0,1,1,0,3,6,Attchd,1,264,0,0,6,2007,WRD,145000
880,One_Story_1946_and_Newer_All_Styles,RL,7450,1FamDet,1-Story,1956,CompShg,Wd Sdng,None,CBlock,894,72,GasA,Y,1074,0,0,1,0,2,6,Detchd,2,396,1,0,1,2007,WRD,124000
881,One_Story_1946_and_Newer_All_Styles,RL,7785,1FamDet,1-Story,1956,CompShg,HdBoard,None,Slab,0,0,GasA,Y,1014,0,0,1,0,2,6,Attchd,1,267,0,0,3,2008,WRD,98000
882,One_Story_1946_and_Newer_All_Styles,RL,7785,1FamDet,1-Story,1956,CompShg,HdBoard,None,Slab,0,0,GasA,Y,1014,0,0,1,0,2,6,Attchd,1,267,0,0,3,2008,WRD,98000
883,One_Story_1946_and_Newer_All_Styles,RL,8593,1FamDet,1-Story,1957,CompShg,MetalSd,None,CBlock,907,31.7,GasA,Y,907,0,0,1,0,3,5,Detchd,1,352,0,0,7,2008,WRD,109008
884,One_Story_1946_and_Newer_All_Styles,RL,8593,1FamDet,1-Story,1957,CompShg,MetalSd,None,CBlock,907,31.7,GasA,Y,907,0,0,1,0,3,5,Detchd,1,352,0,0,7,2008,WRD,109008
885,One_Story_1946_and_Newer_All_Styles,RL,8475,1FamDet,1-Story,1956,CompShg,VinylSd,None,CBlock,952,23.9,GasA,Y,952,0,0,1,0,2,4,Detchd,1,283,0,0,4,2008,WRD,135750
886,One_Story_1946_and_Newer_All_Styles,RL,8475,1FamDet,1-Story,1956,CompShg,VinylSd,None,CBlock,952,23.9,GasA,Y,952,0,0,1,0,2,4,Detchd,1,283,0,0,4,2008,WRD,135750
887,One_Story_1946_and_Newer_All_Styles,RL,8243,1FamDet,1-Story,1961,CompShg,VinylSd,BrkFace,CBlock,964,72.6,GasA,Y,964,0,0,1,0,3,5,Detchd,2,784,1,0,2,2007,WRD,137500
888,One_Story_1946_and_Newer_All_Styles,RL,8680,1FamDet,1-Story,1960,CompShg,CemntBd,None,CBlock,894,0,GasA,Y,894,0,0,1,0,3,5,Detchd,1,312,0,0,1,2007,WRD,117600
889,One_Story_1946_and_Newer_All_Styles,RL,8700,1FamDet,1-Story,1963,CompShg,MetalSd,BrkFace,CBlock,1120,69.2,GasA,Y,1128,1,0,2,0,3,6,Attchd,2,525,0,0,12,2008,WRD,155000
890,One_Story_1946_and_Newer_All_Styles,RL,8700,1FamDet,1-Story,1963,CompShg,MetalSd,BrkFace,CBlock,1120,69.2,GasA,Y,1128,1,0,2,0,3,6,Attchd,2,525,0,0,12,2008,WRD,155000
891,One_Story_1946_and_Newer_All_Styles,RL,10175,1FamDet,1-Story,1964,CompShg,HdBoard,BrkFace,CBlock,1425,34.3,GasA,Y,1425,0,0,2,0,3,7,Attchd,2,576,1,0,7,2008,WRD,180500
892,One_Story_1946_and_Newer_All_Styles,RL,10175,1FamDet,1-Story,1964,CompShg,HdBoard,BrkFace,CBlock,1425,34.3,GasA,Y,1425,0,0,2,0,3,7,Attchd,2,576,1,0,7,2008,WRD,180500
893,One_Story_1946_and_Newer_All_Styles,RL,9350,1FamDet,1-Story,1961,CompShg,Wd Sdng,BrkFace,CBlock,1313,62.6,GasA,Y,1313,1,0,1,1,3,6,Attchd,2,610,1,0,2,2009,WRD,153000
894,One_Story_1946_and_Newer_All_Styles,RL,9900,1FamDet,1-Story,1966,CompShg,HdBoard,None,PConc,1209,87.5,GasA,Y,1209,1,0,1,0,3,6,Attchd,2,504,0,0,4,2010,Con,159000
895,Split_or_Multilevel,RL,9020,1FamDet,S/Level,1966,CompShg,HdBoard,BrkFace,CBlock,1127,75.5,GasA,Y,1165,1,0,1,1,3,6,Attchd,2,490,0,0,5,2008,WRD,174900
896,Split_or_Multilevel,RL,9020,1FamDet,S/Level,1966,CompShg,HdBoard,BrkFace,CBlock,1127,75.5,GasA,Y,1165,1,0,1,1,3,6,Attchd,2,490,0,0,5,2008,WRD,174900
897,One_Story_1946_and_Newer_All_Styles,RL,9680,1FamDet,1-Story,1967,CompShg,Wd Sdng,BrkFace,CBlock,1510,66.8,GasA,Y,1510,1,0,2,0,3,6,Attchd,2,517,0,0,4,2010,WRD,178900
898,One_Story_1946_and_Newer_All_Styles,RL,9200,1FamDet,1-Story,1965,CompShg,HdBoard,None,CBlock,1136,78.5,GasA,Y,1136,1,0,1,0,3,5,Attchd,1,384,1,0,7,2008,WRD,140000
899,One_Story_1946_and_Newer_All_Styles,RL,9200,1FamDet,1-Story,1965,CompShg,HdBoard,None,CBlock,1136,78.5,GasA,Y,1136,1,0,1,0,3,5,Attchd,1,384,1,0,7,2008,WRD,140000
900,One_Story_1946_and_Newer_All_Styles,RL,8250,1FamDet,1-Story,1964,CompShg,HdBoard,Stone,CBlock,1092,72,GasA,Y,1092,1,0,1,0,3,6,Attchd,2,504,0,0,7,2008,WRD,145000
901,One_Story_1946_and_Newer_All_Styles,RL,8250,1FamDet,1-Story,1964,CompShg,HdBoard,Stone,CBlock,1092,72,GasA,Y,1092,1,0,1,0,3,6,Attchd,2,504,0,0,7,2008,WRD,145000
902,Split_or_Multilevel,RL,9350,1FamDet,S/Level,1965,CompShg,BrkFace,None,PConc,1219,51.9,GasA,Y,1265,0,1,2,0,3,6,Attchd,2,502,1,0,10,2008,WRD,179900
903,Split_or_Multilevel,RL,9350,1FamDet,S/Level,1965,CompShg,BrkFace,None,PConc,1219,51.9,GasA,Y,1265,0,1,2,0,3,6,Attchd,2,502,1,0,10,2008,WRD,179900
904,Split_or_Multilevel,RL,9020,1FamDet,S/Level,1964,WdShngl,Plywood,BrkFace,CBlock,1248,76.9,GasA,Y,1350,1,0,1,1,3,6,Attchd,2,520,0,0,6,2008,WRD,168500
905,Split_or_Multilevel,RL,9020,1FamDet,S/Level,1964,WdShngl,Plywood,BrkFace,CBlock,1248,76.9,GasA,Y,1350,1,0,1,1,3,6,Attchd,2,520,0,0,6,2008,WRD,168500
906,One_Story_1946_and_Newer_All_Styles,RL,8800,1FamDet,1-Story,1964,CompShg,HdBoard,BrkFace,CBlock,1251,44.2,GasA,Y,1251,1,0,1,0,3,6,Attchd,1,461,2,0,3,2006,WRD,160000
907,One_Story_1946_and_Newer_All_Styles,RL,10368,1FamDet,1-Story,1964,CompShg,HdBoard,BrkFace,CBlock,1008,100,GasA,Y,1488,1,0,1,1,3,7,Attchd,2,430,1,0,4,2006,WRD,167000
908,Split_or_Multilevel,RL,14112,1FamDet,S/Level,1964,CompShg,Wd Sdng,BrkFace,PConc,1152,88,GasA,Y,1152,1,0,1,0,3,6,Attchd,2,484,1,0,4,2010,WRD,180500
909,Two_Story_1946_and_Newer,RL,9350,1FamDet,2-Story,1964,CompShg,HdBoard,None,CBlock,720,50,GasA,Y,1440,0,0,1,1,4,7,Attchd,2,480,1,0,7,2006,WRD,157500
910,One_Story_1946_and_Newer_All_Styles,RL,10007,1FamDet,1-Story,1959,CompShg,HdBoard,BrkFace,CBlock,1053,76.5,GasA,Y,1053,1,0,1,1,3,5,Attchd,1,312,0,0,8,2008,WRD,145500
911,One_Story_1946_and_Newer_All_Styles,RL,10007,1FamDet,1-Story,1959,CompShg,HdBoard,BrkFace,CBlock,1053,76.5,GasA,Y,1053,1,0,1,1,3,5,Attchd,1,312,0,0,8,2008,WRD,145500
912,One_Story_1946_and_Newer_All_Styles,RL,10721,1FamDet,1-Story,1959,CompShg,HdBoard,Stone,CBlock,1252,0,GasA,Y,1252,0,0,1,0,3,7,Detchd,2,528,0,0,10,2008,WRD,142000
913,One_Story_1946_and_Newer_All_Styles,RL,10721,1FamDet,1-Story,1959,CompShg,HdBoard,Stone,CBlock,1252,0,GasA,Y,1252,0,0,1,0,3,7,Detchd,2,528,0,0,10,2008,WRD,142000
914,Two_Family_conversion_All_Styles_and_Ages,RL,10382,2FmConv,S/Level,1958,CompShg,HdBoard,BrkFace,CBlock,588,87.2,GasA,Y,1095,1,0,1,0,2,6,Attchd,1,264,0,0,3,2006,Con,140000
915,One_Story_1946_and_Newer_All_Styles,RL,12493,1FamDet,1-Story,1960,CompShg,Wd Sdng,None,PConc,1100,65.9,GasA,Y,1100,1,0,1,0,3,6,Attchd,1,312,1,0,4,2008,WRD,141000
916,One_Story_1946_and_Newer_All_Styles,RL,12493,1FamDet,1-Story,1960,CompShg,Wd Sdng,None,PConc,1100,65.9,GasA,Y,1100,1,0,1,0,3,6,Attchd,1,312,1,0,4,2008,WRD,141000
917,One_Story_1946_and_Newer_All_Styles,RL,11332,1FamDet,1-Story,1960,CompShg,Wd Sdng,None,CBlock,1118,47.2,GasA,Y,1118,1,0,1,0,3,6,Attchd,1,264,0,0,8,2008,WRD,153000
918,One_Story_1946_and_Newer_All_Styles,RL,11332,1FamDet,1-Story,1960,CompShg,Wd Sdng,None,CBlock,1118,47.2,GasA,Y,1118,1,0,1,0,3,6,Attchd,1,264,0,0,8,2008,WRD,153000
919,Duplex_All_Styles_and_Ages,RL,9842,Duplex,1-Story,1962,CompShg,HdBoard,None,Slab,0,0,GasA,Y,1224,0,0,2,0,2,6,CarPort,2,462,0,0,3,2007,WRD,101800
920,One_Story_1945_and_Older,RL,8550,1FamDet,1-Story,1934,CompShg,MetalSd,None,CBlock,816,70.3,GasA,Y,816,1,0,1,0,2,4,Attchd,1,240,1,0,7,2006,WRD,129800
921,One_Story_1946_and_Newer_All_Styles,RL,9717,1FamDet,1-Story,1950,CompShg,MetalSd,None,CBlock,1078,100,GasA,Y,1078,1,0,1,0,2,5,Attchd,1,240,0,0,4,2010,WRD,142125
922,One_Story_1946_and_Newer_All_Styles,RL,11425,1FamDet,1-Story,1954,CompShg,BrkFace,None,CBlock,1008,48.2,GasA,Y,1008,0,0,1,0,2,4,Attchd,1,275,1,0,7,2006,WRD,137000
923,One_and_Half_Story_Finished_All_Ages,RL,9724,1FamDet,1.5 Fin,1952,CompShg,MetalSd,BrkFace,CBlock,1140,58.7,GasA,Y,2461,0,0,2,0,3,7,Detchd,2,400,2,0,3,2010,WRD,197600
924,One_Story_1946_and_Newer_All_Styles,RL,5000,1FamDet,1-Story,1946,CompShg,VinylSd,None,Slab,0,0,GasA,N,334,0,0,1,0,1,2,No_Garage,0,0,0,0,1,2007,WRD,39300
925,One_Story_1946_and_Newer_All_Styles,RL,5000,1FamDet,1-Story,1946,CompShg,WdShing,None,CBlock,666,44.8,GasA,N,666,0,1,1,0,2,4,No_Garage,0,0,0,0,4,2007,WRD,64500
926,One_Story_1946_and_Newer_All_Styles,RL,7207,1FamDet,1-Story,1958,CompShg,Wd Sdng,None,CBlock,858,81.1,GasA,Y,858,1,0,1,0,2,4,No_Garage,0,0,0,0,2,2010,WRD,116500
927,One_Story_1946_and_Newer_All_Styles,RL,6627,1FamDet,1-Story,1949,CompShg,VinylSd,None,CBlock,0,0,Floor,N,720,0,0,1,0,2,4,Detchd,1,287,0,0,7,2008,WRD,72500
928,One_Story_1946_and_Newer_All_Styles,RL,6627,1FamDet,1-Story,1949,CompShg,VinylSd,None,CBlock,0,0,Floor,N,720,0,0,1,0,2,4,Detchd,1,287,0,0,7,2008,WRD,72500
929,One_Story_1945_and_Older,RL,5900,1FamDet,1-Story,1923,CompShg,Wd Sdng,None,PConc,440,0,GasA,Y,869,0,0,1,0,2,4,No_Garage,0,0,0,0,8,2006,WRD,85500
930,One_Story_1945_and_Older,RL,5825,1FamDet,1-Story,1926,CompShg,MetalSd,BrkFace,PConc,600,0,GasA,Y,747,0,0,1,0,1,5,Detchd,2,528,0,0,6,2006,WRD,79900
931,One_Story_1945_and_Older,RL,5350,1FamDet,1-Story,1940,CompShg,Wd Sdng,None,CBlock,728,0,GasA,Y,1306,0,0,1,0,3,6,No_Garage,0,0,0,0,5,2010,WRD,76500
932,One_Story_1945_and_Older,RL,4130,1FamDet,1-Story,1935,CompShg,VinylSd,None,CBlock,270,0,GasA,Y,729,0,0,1,0,2,5,No_Garage,0,0,0,0,7,2008,WRD,52000
933,One_Story_1945_and_Older,RL,4130,1FamDet,1-Story,1935,CompShg,VinylSd,None,CBlock,270,0,GasA,Y,729,0,0,1,0,2,5,No_Garage,0,0,0,0,7,2008,WRD,52000
934,Two_Family_conversion_All_Styles_and_Ages,RL,7420,2FmConv,1.5 Unf,1939,CompShg,MetalSd,None,BrkTil,991,85.8,GasA,Y,1077,1,0,1,0,2,5,Attchd,1,205,2,0,1,2008,WRD,118000
935,Two_Family_conversion_All_Styles_and_Ages,RL,7420,2FmConv,1.5 Unf,1939,CompShg,MetalSd,None,BrkTil,991,85.8,GasA,Y,1077,1,0,1,0,2,5,Attchd,1,205,2,0,1,2008,WRD,118000
936,Two_Story_1945_and_Older,RL,4882,1FamDet,2-Story,1937,CompShg,MetalSd,None,PConc,348,34.4,GasA,Y,906,0,0,1,0,2,5,Basment,1,231,0,0,9,2008,WRD,87000
937,Two_Story_1945_and_Older,RL,4882,1FamDet,2-Story,1937,CompShg,MetalSd,None,PConc,348,34.4,GasA,Y,906,0,0,1,0,2,5,Basment,1,231,0,0,9,2008,WRD,87000
938,One_and_Half_Story_Finished_All_Ages,RL,7438,1FamDet,1.5 Fin,1908,CompShg,AsbShng,None,PConc,504,0,GasA,Y,1252,0,0,1,0,3,5,Attchd,2,576,0,0,6,2006,WRD,127000
939,One_Story_1946_and_Newer_All_Styles,RL,9600,1FamDet,1-Story,1960,CompShg,MetalSd,BrkFace,CBlock,1296,50.7,GasA,Y,1496,0,0,2,0,3,6,Attchd,2,450,0,0,2,2008,WRD,141500
940,One_Story_1946_and_Newer_All_Styles,RL,9600,1FamDet,1-Story,1960,CompShg,MetalSd,BrkFace,CBlock,1296,50.7,GasA,Y,1496,0,0,2,0,3,6,Attchd,2,450,0,0,2,2008,WRD,141500
941,One_Story_1946_and_Newer_All_Styles,RL,9600,1FamDet,1-Story,1961,CompShg,WdShing,None,CBlock,1251,73.1,GasA,Y,1433,1,0,1,0,3,7,Attchd,2,441,1,0,6,2006,WRD,161000
942,One_Story_1946_and_Newer_All_Styles,RL,9920,1FamDet,1-Story,1954,CompShg,HdBoard,Stone,CBlock,1056,60.9,GasA,Y,1063,1,0,1,0,3,6,Attchd,1,280,0,0,2,2010,WRD,128000
943,One_Story_1946_and_Newer_All_Styles,RL,10858,1FamDet,1-Story,1952,CompShg,Wd Sdng,Stone,CBlock,1444,2.77,GasA,Y,1624,1,0,1,0,2,6,Attchd,1,240,1,0,7,2006,WRD,146500
944,One_Story_1946_and_Newer_All_Styles,RL,10858,1FamDet,1-Story,1952,CompShg,Wd Sdng,Stone,CBlock,1444,2.77,GasA,Y,1624,1,0,1,0,2,6,Attchd,1,240,1,0,7,2006,New,146500
945,Two_Story_1946_and_Newer,RL,9500,1FamDet,2-Story,1964,CompShg,VinylSd,BrkCmn,CBlock,816,54.1,GasA,Y,1977,0,1,1,1,4,9,Attchd,2,540,1,0,6,2007,WRD,165000
946,One_Story_1946_and_Newer_All_Styles,RL,9600,1FamDet,1-Story,1951,CompShg,HdBoard,Stone,CBlock,1056,94.3,GasA,Y,1216,1,0,1,0,3,7,Attchd,1,280,0,0,5,2006,WRD,135000
947,Split_or_Multilevel,RL,9600,1FamDet,S/Level,1955,CompShg,AsbShng,BrkFace,CBlock,1156,69.7,GasA,Y,1520,1,0,1,0,3,7,Basment,1,364,2,0,3,2010,WRD,153000
948,One_Story_1946_and_Newer_All_Styles,RL,10680,1FamDet,1-Story,1951,CompShg,Wd Sdng,BrkFace,CBlock,2136,35.3,GasA,N,2136,0,0,2,0,4,7,Detchd,2,528,0,0,10,2006,WRD,137900
949,One_Story_1946_and_Newer_All_Styles,RL,9600,1FamDet,1-Story,1950,CompShg,HdBoard,None,CBlock,572,59.4,GasA,Y,1337,1,0,1,0,3,7,Attchd,1,264,1,0,9,2008,WRD,141500
950,One_Story_1946_and_Newer_All_Styles,RL,9600,1FamDet,1-Story,1950,CompShg,HdBoard,None,CBlock,572,59.4,GasA,Y,1337,1,0,1,0,3,7,Attchd,1,264,1,0,9,2008,WRD,141500
951,Split_or_Multilevel,RL,9600,1FamDet,S/Level,1955,CompShg,AsbShng,None,CBlock,992,83.7,GasA,Y,1661,1,0,1,0,3,8,BuiltIn,1,377,1,0,10,2008,WRD,165500
952,Split_or_Multilevel,RL,9600,1FamDet,S/Level,1955,CompShg,AsbShng,None,CBlock,992,83.7,GasA,Y,1661,1,0,1,0,3,8,BuiltIn,1,377,1,0,10,2008,WRD,165500
953,One_and_Half_Story_Finished_All_Ages,RL,9492,1FamDet,1.5 Fin,1941,CompShg,WdShing,None,CBlock,768,53.2,GasA,Y,1376,1,0,1,0,3,6,Attchd,1,240,1,0,4,2007,WRD,105000
954,One_and_Half_Story_Finished_All_Ages,RL,9490,1FamDet,1.5 Unf,1941,CompShg,Wd Sdng,None,CBlock,806,70.4,GasA,Y,1578,1,0,1,0,3,5,Attchd,1,240,2,0,8,2006,WRD,133000
955,One_Story_1946_and_Newer_All_Styles,RL,7584,1FamDet,1-Story,1953,CompShg,Wd Sdng,BrkFace,CBlock,1036,51.2,GasA,Y,1036,0,0,1,0,3,5,Attchd,1,312,0,0,6,2008,WRD,112900
956,One_Story_1946_and_Newer_All_Styles,RL,7584,1FamDet,1-Story,1953,CompShg,Wd Sdng,BrkFace,CBlock,1036,51.2,GasA,Y,1036,0,0,1,0,3,5,Attchd,1,312,0,0,6,2008,WRD,112900
957,Two_Story_1946_and_Newer,RL,9462,1FamDet,2-Story,1949,CompShg,Wd Sdng,None,CBlock,704,0,GasA,Y,1728,0,0,1,1,3,7,Attchd,1,234,1,0,7,2006,WRD,137000
958,One_Story_1946_and_Newer_All_Styles,RL,9888,1FamDet,1-Story,1954,CompShg,MetalSd,None,CBlock,936,51.9,GasA,Y,936,0,0,1,0,2,5,Attchd,1,240,0,0,3,2006,WRD,121000
959,One_Story_1946_and_Newer_All_Styles,RL,7800,1FamDet,1-Story,1954,CompShg,HdBoard,BrkFace,PConc,1268,42.5,GasA,Y,1268,0,0,1,0,2,7,Attchd,1,244,1,0,3,2010,WRD,132000
960,Duplex_All_Styles_and_Ages,RL,8917,Duplex,1-Story,1967,CompShg,Plywood,None,CBlock,1584,0,GasA,Y,1584,0,0,2,0,4,8,Detchd,2,506,0,0,10,2006,WRD,119000
961,Duplex_All_Styles_and_Ages,RL,8668,Duplex,1-Story,1968,CompShg,MetalSd,None,CBlock,1560,0,GasA,Y,1560,0,0,2,0,4,8,Detchd,3,792,0,0,5,2007,WRD,126000
962,Two_Story_1946_and_Newer,RL,13700,1FamDet,2-Story,1965,CompShg,VinylSd,Stone,CBlock,864,52.5,GasA,Y,1820,0,0,1,2,4,8,Attchd,2,492,2,0,5,2008,WRD,201800
963,Two_Story_1946_and_Newer,RL,13700,1FamDet,2-Story,1965,CompShg,VinylSd,Stone,CBlock,864,52.5,GasA,Y,1820,0,0,1,2,4,8,Attchd,2,492,2,0,5,2008,WRD,201800
964,Split_or_Multilevel,RL,12700,1FamDet,S/Level,1964,CompShg,HdBoard,None,CBlock,1246,75.3,GasA,Y,1246,1,0,1,0,3,6,Attchd,2,441,2,0,11,2006,WRD,172000
965,One_Story_1946_and_Newer_All_Styles,RL,10197,1FamDet,1-Story,1961,CompShg,WdShing,BrkCmn,CBlock,1362,48.6,GasA,Y,1362,1,0,1,1,3,6,Attchd,2,504,1,0,6,2008,COD,163000
966,One_Story_1946_and_Newer_All_Styles,RL,10197,1FamDet,1-Story,1961,CompShg,WdShing,BrkCmn,CBlock,1362,48.6,GasA,Y,1362,1,0,1,1,3,6,Attchd,2,504,1,0,6,2008,COD,163000
967,One_Story_1946_and_Newer_All_Styles,RL,7875,1FamDet,1-Story,1961,CompShg,VinylSd,BrkFace,CBlock,1144,50,GasA,Y,1144,1,0,1,0,3,6,Attchd,2,456,0,0,9,2008,WRD,139950
968,One_Story_1946_and_Newer_All_Styles,RL,7875,1FamDet,1-Story,1961,CompShg,VinylSd,BrkFace,CBlock,1144,50,GasA,Y,1144,1,0,1,0,3,6,Attchd,2,456,0,0,9,2008,WRD,139950
969,Split_or_Multilevel,RL,9150,1FamDet,S/Level,1962,Tar&Grv,Plywood,BrkFace,CBlock,1099,33.7,GasA,Y,1431,0,1,1,0,3,6,Basment,1,296,1,0,12,2008,WRD,165000
970,Split_or_Multilevel,RL,9150,1FamDet,S/Level,1962,Tar&Grv,Plywood,BrkFace,CBlock,1099,33.7,GasA,Y,1431,0,1,1,0,3,6,Basment,1,296,1,0,12,2008,WRD,165000
971,Split_or_Multilevel,RL,9600,1FamDet,S/Level,1961,CompShg,WdShing,BrkFace,CBlock,1218,49.2,GasA,Y,1254,1,0,1,0,3,6,Attchd,2,525,1,0,5,2007,WRD,158500
972,One_and_Half_Story_Finished_All_Ages,RL,11344,1FamDet,1.5 Fin,1958,CompShg,MetalSd,BrkFace,CBlock,874,52.6,GasW,Y,1524,0,0,1,1,3,7,Attchd,1,315,0,0,7,2007,WRD,144000
